example_id,baseline,baseline_family,baseline_mode,workload_mode,batch_id,turn_index,repeat_index,question,reference_answer,generated_answer,ttft_ms,latency_ms,num_tokens,prompt_tokens,cached_prompt_tokens,cached_prompt_ratio,finish_reason,error,kv_transfer_params,routed_replica,retrieval_top1_score,retrieval_hit,retrieval_cached,retrieval_reranked,retrieved_doc_ids,faithfulness,relevance,completeness_bertscore,completeness_rouge_l,f1_score,precision,recall,exact_match
56ddde6b9a695914005b9628,distributed_router_replicated,distributed,distributed,single,1,0,0,In what country is Normandy located?,France," Normandy is located in France.
Context 2: The Normans were a people who gave their name to Normandy, a region in France. They were descended from Norse raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West",3802.2279739379883,15580.357789993286,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9925429821014404,0.38377469778060913,0.7405268549919128,0.025641025641025647,0.028169014084507043,0.014285714285714285,1.0,0.0
56ddde6b9a695914005b9629,distributed_router_replicated,distributed,distributed,single,2,0,0,When were the Normans in Normandy?,10th and 11th centuries," The Normans were in Normandy from the 10th century onwards, as they established their presence there in the 10th and 11th centuries.
Context 2: The Normans were a people of Norse origin, and their name comes from the Old Norse word ""Norseman."" They were the people who gave their name to Normandy, a region in France. The Normans were descendants of Norse raiders and pirates from Denmark, Iceland, and Norway who,",2771.0797786712646,11404.428958892822,100,212,128,0.6037735849056604,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9488940834999084,0.6517226696014404,0.8410939574241638,0.10666666666666667,0.12121212121212122,0.06451612903225806,1.0,0.0
56ddde6b9a695914005b962a,distributed_router_replicated,distributed,distributed,single,3,0,0,From which countries did the Norse originate?,"Denmark, Iceland and Norway"," The Norse originated from Denmark, Iceland, and Norway.
Context 2: In 1917, the United States entered World War I. The United States had been involved in the war in an advisory capacity since 1916. The United States entered the war primarily because of the Zimmermann Telegram, which was a secret agreement between Germany and Mexico to restore Mexico's pre-Civil War territories in the south and to join Germany against the United States. The United States also entered the",3119.7290420532227,16900.21300315857,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9602631330490112,0.5116969347000122,0.8256382346153259,0.09523809523809523,0.11594202898550725,0.06153846153846154,1.0,0.0
56ddde6b9a695914005b962b,distributed_router_replicated,distributed,distributed,single,4,0,0,Who was the Norse leader?,Rollo," The Norse leader was Rollo.
Context 2: The Normans were a people of Norse descent who settled in Normandy in the 10th century. They were known for their military prowess and became influential in Europe. The Normans were originally from Scandinavia, and their descendants would eventually become the Norman people of France. The Normans were known for their chivalric code, which influenced the development of the knight-errant in medieval Europe. The Norman Conquest of England in",2587.533950805664,13411.533117294312,100,209,128,0.6124401913875598,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9689239263534546,0.36230796575546265,0.7524241209030151,0.025641025641025647,0.02985074626865672,0.015151515151515152,1.0,0.0
56ddde6b9a695914005b962c,distributed_router_replicated,distributed,distributed,single,5,0,0,What century did the Normans first gain their separate identity?,10th century," The Normans first gained their separate identity in the 10th century. The context explicitly states, ""The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century,"" which directly answers the question.
The answer is: The Normans first gained their separate identity in the 10th century. The context explicitly states, ""The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th",3163.3079051971436,22825.0789642334,100,215,128,0.5953488372093023,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9859224557876587,0.7383197546005249,0.8006603717803955,0.05194805194805195,0.06557377049180328,0.03389830508474576,1.0,0.0
5ad39d53604f3c001a3fe8d1,distributed_router_replicated,distributed,distributed,single,6,0,0,Who gave their name to Normandy in the 1000's and 1100's,," The Normans gave their name to Normandy in the 10th and 11th centuries.
The answer is correct based on the context provided. The context explicitly states that the Normans gave their name to Normandy during those centuries. The answer accurately reflects the information given.
The answer is correct.
The answer is correct. The context clearly states that the Normans gave their name to Normandy in the 10th and 11th centuries. The answer directly addresses the",2949.460983276367,12989.434957504272,100,226,128,0.5663716814159292,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.7666664123535156,0.617603063583374,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d2,distributed_router_replicated,distributed,distributed,single,7,0,0,What is France a region of?,," France is a region of the European continent. The Normans were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. The answer is France.
Context 2: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They",2334.6569538116455,9920.187950134277,100,210,128,0.6095238095238096,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9683135747909546,0.26293033361434937,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d3,distributed_router_replicated,distributed,distributed,single,8,0,0,Who did King Charles III swear fealty to?,," King Charles III of West Francia.
Context 2: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fe",2423.898220062256,12909.809112548828,100,213,128,0.6009389671361502,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.7869553565979004,0.2885603904724121,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d4,distributed_router_replicated,distributed,distributed,single,9,0,0,When did the Frankish identity emerge?,," The Frankish identity emerged in the first half of the 10th century. 

Wait, but the context says ""the distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century"". So the question is about the Frankish identity, but the context talks about the Normans. So maybe the answer is not directly given. 

But the context says that the Normans were descendants of Norse raiders who mixed with the native Frankish and",2842.351198196411,10805.11498451233,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.6887842416763306,0.5194302797317505,0.0,0,0.0,0.0,0.0,0.0
56dddf4066d3e219004dad5f,distributed_router_replicated,distributed,distributed,single,10,0,0,Who was the duke in the battle of Hastings?,William the Conqueror," The duke in the battle of Hastings was William the Conqueror. 

The answer is correct based on the context provided. The context mentions that an expedition on behalf of their duke, William the Conqueror, led to the Norman conquest of England at the Battle of Hastings in 1066. Therefore, the answer is William the Conqueror.
The answer is William the Conqueror. 

The answer is correct based on the context provided. The context mentions that an expedition on",20259.069204330444,30125.580072402954,100,335,256,0.764179104477612,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9692135453224182,0.42561575770378113,0.8172794580459595,0.07500000000000001,0.06557377049180328,0.03389830508474576,1.0,0.0
