example_id,baseline,baseline_family,baseline_mode,workload_mode,batch_id,turn_index,repeat_index,question,reference_answer,generated_answer,ttft_ms,latency_ms,num_tokens,prompt_tokens,cached_prompt_tokens,cached_prompt_ratio,finish_reason,error,kv_transfer_params,routed_replica,retrieval_top1_score,retrieval_hit,retrieval_cached,retrieval_reranked,retrieved_doc_ids,faithfulness,relevance,completeness_bertscore,completeness_rouge_l,f1_score,precision,recall,exact_match
56ddde6b9a695914005b9628,distributed_router_replicated,distributed,distributed,single,1,0,0,In what country is Normandy located?,France," Normandy is located in France. The context explicitly states that Normandy is a region in France. The first sentence of the context provides this information directly. There is no ambiguity in the text, so the answer is clear.
Context 2: The Normans were a people of medieval Europe, originally from Scandinavia. They were known for their military prowess and their role in the Norman Conquest of England in 1066. The Normans were also instrumental in the establishment of the Crus",3445.5831050872803,11852.9531955719,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.5667406916618347,0.38377469778060913,0.7474810481071472,0.02469135802469136,0.028985507246376812,0.014705882352941176,1.0,0.0
56ddde6b9a695914005b9629,distributed_router_replicated,distributed,distributed,single,2,0,0,When were the Normans in Normandy?,10th and 11th centuries," The Normans were in Normandy from the 10th century onwards. They were the people who gave their name to Normandy, a region in France. They descended from Norse raiders and pirates who, under their leader Rollo, swore fealty to King Charles III of West Francia. Over generations, they assimilated with the native Frankish and Roman-Gaulish populations, gradually merging with the Carolingian-based cultures of West Francia. Their distinct cultural and ethnic identity emerged",3064.976930618286,11831.486940383911,100,212,128,0.6037735849056604,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9881300926208496,0.6517226696014404,0.8141083717346191,0.05128205128205129,0.05714285714285715,0.030303030303030304,0.5,0.0
56ddde6b9a695914005b962a,distributed_router_replicated,distributed,distributed,single,3,0,0,From which countries did the Norse originate?,"Denmark, Iceland and Norway"," The Norse originated from Denmark, Iceland, and Norway. The answer is Denmark, Iceland, and Norway.
Context 2: The Normans were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing",3062.272787094116,13130.36584854126,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.8537181615829468,0.5116969347000122,0.8213728070259094,0.10389610389610389,0.11267605633802817,0.05970149253731343,1.0,0.0
56ddde6b9a695914005b962b,distributed_router_replicated,distributed,distributed,single,4,0,0,Who was the Norse leader?,Rollo," The Norse leader was Rollo.
The answer is correct. The context explicitly states that the Normans were descended from Norse raiders and pirates under their leader Rollo. The answer directly addresses the question by identifying Rollo as the leader, which is confirmed in the first sentence of the context. The answer is accurate and concise.
Context 2: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 1",2818.234920501709,19904.927015304565,100,209,128,0.6124401913875598,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.0,0.36230796575546265,0.7493197321891785,0.0273972602739726,0.03333333333333333,0.01694915254237288,1.0,0.0
56ddde6b9a695914005b962c,distributed_router_replicated,distributed,distributed,single,5,0,0,What century did the Normans first gain their separate identity?,10th century," The Normans first gained their separate identity in the 10th century.
Context 2: The Normans were a people of Norse origin, who in the 10th and 11th centuries established a Norman state in France, and later expanded their influence across Europe. They were known for their military prowess, and their Norman knights were instrumental in the Crusades. The Normans were also known for their architectural achievements, such as the construction of the Notre Dame de Paris cathedral.",3367.532253265381,15873.351335525513,100,215,128,0.5953488372093023,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9959696531295776,0.7383197546005249,0.8149325847625732,0.05063291139240507,0.05797101449275362,0.029850746268656716,1.0,0.0
5ad39d53604f3c001a3fe8d1,distributed_router_replicated,distributed,distributed,single,6,0,0,Who gave their name to Normandy in the 1000's and 1100's,," The Normans gave their name to Normandy in the 10th and 11th centuries.
The answer is correct based on the context provided. The context explicitly states that the Normans gave their name to Normandy during those centuries. The answer is accurate and directly supported by the information given.
The answer is correct. The Normans gave their name to Normandy in the 10th and 11th centuries. The context clearly states this, making the answer accurate and",3745.1629638671875,14209.38491821289,100,226,128,0.5663716814159292,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9975219368934631,0.617603063583374,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d2,distributed_router_replicated,distributed,distributed,single,7,0,0,What is France a region of?,," France is a region of Europe.
Context 2: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty",2696.5150833129883,11986.44733428955,100,210,128,0.6095238095238096,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.9905615448951721,0.26293033361434937,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d3,distributed_router_replicated,distributed,distributed,single,8,0,0,Who did King Charles III swear fealty to?,," King Charles III of West Francia.
Context 2: The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fe",3483.3967685699463,15285.293102264404,100,213,128,0.6009389671361502,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.7869553565979004,0.2885603904724121,0.0,0,0.0,0.0,0.0,0.0
5ad39d53604f3c001a3fe8d4,distributed_router_replicated,distributed,distributed,single,9,0,0,When did the Frankish identity emerge?,," The Frankish identity emerged in the early 5th century, during the time of the Roman Empire's decline. The Franks were a Germanic people who played a significant role in the formation of the Frankish Empire, which eventually led to the establishment of the Carolingian dynasty and the development of the modern French nation. The Normans, while descended from Norse raiders, were influenced by Frankish and Roman-Gaulish cultures, which contributed to their eventual assimilation into the broader West",3779.8469066619873,14411.56792640686,100,211,128,0.6066350710900474,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""0192dc4651061d43879e54cf3cdf71da0896ab30"", ""prefix_token_count"": 202, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-3"", ""target_node_id"": ""replica-3"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-3,,,False,False,,0.0,0.5194302797317505,0.0,0,0.0,0.0,0.0,0.0
56dddf4066d3e219004dad5f,distributed_router_replicated,distributed,distributed,single,10,0,0,Who was the duke in the battle of Hastings?,William the Conqueror," The duke in the battle of Hastings was William the Conqueror. 

Context 2: The Normans were famed for their martial spirit and eventually for their Christian piety, becoming exponents of the Catholic orthodoxy into which they assimilated. They adopted the Gallo-Romance language of the Frankish land they settled, their dialect becoming known as Norman, Normaund or Norman French, an important literary language. The Duchy of Normandy, which they formed by treaty with the",23057.114839553833,39207.06367492676,100,335,256,0.764179104477612,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9726182818412781,0.42561575770378113,0.8181161880493164,0.07792207792207792,0.06153846153846154,0.031746031746031744,1.0,0.0
56dddf4066d3e219004dad60,distributed_router_replicated,distributed,distributed,single,11,0,0,Who ruled the duchy of Normandy,Richard I," The Duchy of Normandy was ruled by the Norman dynasty, with Richard I of Normandy playing a significant role in forging it into a cohesive and formidable principality in feudal tenure. However, the specific ruler would depend on the time period in question. For example, William the Conqueror (William I of England) was the first Duke of Normandy, and Richard I (the Lion Heart) was a later ruler. If the question is asking about a specific time period, more context would",3137.9849910736084,19796.173095703125,100,335,256,0.764179104477612,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9974103569984436,0.59458327293396,0.7361172437667847,0.048192771084337345,0.05633802816901409,0.028985507246376812,1.0,0.0
56dddf4066d3e219004dad61,distributed_router_replicated,distributed,distributed,single,12,0,0,What religion were the Normans,Catholic," The Normans were Christian. 

The answer is derived from the context which states they ""became exponents of the Catholic orthodoxy into which they assimilated."" This indicates their religious affiliation as Christian.
The Normans were Christian. 

The answer is derived from the context which states they ""became exponents of the Catholic orthodoxy into which they assimilated."" This indicates their religious affiliation as Christian. The Normans were Christian. 

The answer is derived from the context which states they """,3251.628875732422,27428.061962127686,100,332,256,0.7710843373493976,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9892388582229614,0.6530401706695557,0.7400482892990112,0.025974025974025976,0.030303030303030307,0.015384615384615385,1.0,0.0
5ad3a266604f3c001a3fea27,distributed_router_replicated,distributed,distributed,single,13,0,0,What type of major impact did the Norman dynasty have on modern Europe?,," The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. They were known for their martial spirit and Christian piety, becoming exponents of Catholic orthodoxy. They adopted the Gallo-Romance language, which became Norman, Normaund, or Norman French, an important literary language. The Duchy of Normandy, formed by treaty with the French crown, was a great fief of medieval France and under Richard I became a cohesive and formidable",3839.5161628723145,13729.514122009277,100,339,256,0.7551622418879056,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9808721542358398,0.6221035718917847,0.0,0,0.0,0.0,0.0,0.0
5ad3a266604f3c001a3fea28,distributed_router_replicated,distributed,distributed,single,14,0,0,Who was famed for their Christian spirit?,," The Normans. 

Context 2: The Normans were famed for their martial spirit and eventually for their Christian piety, becoming exponents of the Catholic orthodoxy into which they assimilated.

Yes, the answer is in context 2. The answer is ""The Normans.""
Answer: The Normans. 

Context 3: The Normans were famed for their martial spirit and eventually for their Christian piety, becoming exponents of the Catholic orthodoxy into which they assimilated.

",2469.172954559326,11194.114208221436,100,333,256,0.7687687687687688,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.0,0.17079439759254456,0.0,0,0.0,0.0,0.0,0.0
5ad3a266604f3c001a3fea29,distributed_router_replicated,distributed,distributed,single,15,0,0,Who assimilted the Roman language?,," The Normans assimilated the Gallo-Romance language of the Frankish land they settled, their dialect becoming known as Norman, Normaund or Norman French, an important literary language.
The answer is correct. The Normans assimilated the Gallo-Romance language. The answer is correct.
The answer is correct. The Normans assimilated the Gallo-Romance language. The answer is correct.
The answer is correct. The Normans assimilated the Gallo-Rom",2530.8611392974854,10440.654993057251,100,333,256,0.7687687687687688,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.8426182866096497,0.24536341428756714,0.0,0,0.0,0.0,0.0,0.0
5ad3a266604f3c001a3fea2a,distributed_router_replicated,distributed,distributed,single,16,0,0,Who ruled the country of Normandy?,," The Duchy of Normandy was ruled by the Norman dynasty. Richard I of Normandy was a significant ruler, as he helped forge the Duchy into a cohesive and formidable principality in feudal tenure. Additionally, William the Conqueror was a key figure in the history of Normandy, as he led the Norman conquest of England at the Battle of Hastings in 1066. However, the primary ruling entity was the Duchy of Normandy, which was a great fief of",2389.4741535186768,9790.915250778198,100,333,256,0.7687687687687688,length,,"{""cached_tokens"": 0, ""policy"": ""replicated"", ""prefix_hash"": ""3f6741b0e58df92ef42aee6d4a463ad8453318f7"", ""prefix_token_count"": 324, ""routing_mode"": ""prefix_hash"", ""selected_replica_id"": ""replica-1"", ""target_node_id"": ""replica-1"", ""tokenization_mode"": ""model_tokenizer"", ""tokenizer_name"": ""Qwen/Qwen3-4B"", ""transfer_bytes"": 0, ""transfer_latency_ms"": 0.0, ""transfer_required"": false}",replica-1,,,False,False,,0.9884088635444641,0.508265495300293,0.0,0,0.0,0.0,0.0,0.0
